MethodName,MethodFullName,ReturnType,ErrorType,Message
TermCreateClass,"System.Void System.Reflection.Emit.TypeBuilder::TermCreateClass(System.Reflection.RuntimeModule,System.Int32,System.Runtime.CompilerServices.ObjectHandleOnStack)",System.Void,PInvokeImpl Flag Set,"Use of System.Void System.Reflection.Emit.TypeBuilder::TermCreateClass(System.Reflection.RuntimeModule,System.Int32,System.Runtime.CompilerServices.ObjectHandleOnStack) is non-deterministic [PInvokeImpl Flag Set]"
ReplaceBufferInternal,"System.Void System.Text.StringBuilder::ReplaceBufferInternal(System.Char*,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.Text.StringBuilder::ReplaceBufferInternal(System.Char*,System.Int32) is non-deterministic [Internal Flag Set]"
ReplaceBufferAnsiInternal,"System.Void System.Text.StringBuilder::ReplaceBufferAnsiInternal(System.SByte*,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.Text.StringBuilder::ReplaceBufferAnsiInternal(System.SByte*,System.Int32) is non-deterministic [Internal Flag Set]"
.ctor,System.Void System.Collections.Hashtable::.ctor(),System.Void,Float usage,Float used within System.Void System.Collections.Hashtable::.ctor()
.ctor,System.Void System.Collections.Hashtable::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32)
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Single)"
.ctor,System.Void System.Collections.Hashtable::.ctor(System.Collections.IEqualityComparer),System.Void,Float usage,Float used within System.Void System.Collections.Hashtable::.ctor(System.Collections.IEqualityComparer)
.ctor,"System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Collections.IEqualityComparer)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::.ctor(System.Int32,System.Collections.IEqualityComparer)"
rehash,"System.Void System.Collections.Hashtable::rehash(System.Int32,System.Boolean)",System.Void,Float usage,"Float used within System.Void System.Collections.Hashtable::rehash(System.Int32,System.Boolean)"
OnDeserialization,System.Void System.Collections.Hashtable::OnDeserialization(System.Object),System.Void,Float usage,Float used within System.Void System.Collections.Hashtable::OnDeserialization(System.Object)
IsPrime,System.Boolean System.Collections.HashHelpers::IsPrime(System.Int32),System.Boolean,Float usage,Float used within System.Boolean System.Collections.HashHelpers::IsPrime(System.Int32)
TrimExcess,System.Void System.Collections.Generic.List`1::TrimExcess(),System.Void,Float usage,Float used within System.Void System.Collections.Generic.List`1::TrimExcess()
TrimExcess,System.Void System.Collections.Generic.List`1::TrimExcess(),System.Void,Float usage,Float used within System.Void System.Collections.Generic.List`1::TrimExcess()
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
.ctor,System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32),System.Void,Float usage,Float used within System.Void System.Runtime.MemoryFailPoint::.ctor(System.Int32)
GetMemorySettings,"System.Void System.Runtime.MemoryFailPoint::GetMemorySettings(System.UInt64&,System.UInt64&)",System.Void,Internal Flag Set,"Use of System.Void System.Runtime.MemoryFailPoint::GetMemorySettings(System.UInt64&,System.UInt64&) is non-deterministic [Internal Flag Set]"
RhZeroMemory,"System.Void System.Runtime.RuntimeImports::RhZeroMemory(System.Void*,System.UInt64)",System.Void,PInvokeImpl Flag Set,"Use of System.Void System.Runtime.RuntimeImports::RhZeroMemory(System.Void*,System.UInt64) is non-deterministic [PInvokeImpl Flag Set]"
RhBulkMoveWithWriteBarrier,"System.Void System.Runtime.RuntimeImports::RhBulkMoveWithWriteBarrier(System.Byte&,System.Byte&,System.UInt64)",System.Void,Internal Flag Set,"Use of System.Void System.Runtime.RuntimeImports::RhBulkMoveWithWriteBarrier(System.Byte&,System.Byte&,System.UInt64) is non-deterministic [Internal Flag Set]"
nativeGetUninitializedObject,System.Object System.Runtime.Serialization.FormatterServices::nativeGetUninitializedObject(System.RuntimeType),System.Object,Internal Flag Set,Use of System.Object System.Runtime.Serialization.FormatterServices::nativeGetUninitializedObject(System.RuntimeType) is non-deterministic [Internal Flag Set]
CanUseAppPathAssemblyLoadContextInCurrentDomain,System.Boolean System.Runtime.Loader.AssemblyLoadContext::CanUseAppPathAssemblyLoadContextInCurrentDomain(),System.Boolean,PInvokeImpl Flag Set,Use of System.Boolean System.Runtime.Loader.AssemblyLoadContext::CanUseAppPathAssemblyLoadContextInCurrentDomain() is non-deterministic [PInvokeImpl Flag Set]
InitializeAssemblyLoadContext,"System.IntPtr System.Runtime.Loader.AssemblyLoadContext::InitializeAssemblyLoadContext(System.IntPtr,System.Boolean)",System.IntPtr,PInvokeImpl Flag Set,"Use of System.IntPtr System.Runtime.Loader.AssemblyLoadContext::InitializeAssemblyLoadContext(System.IntPtr,System.Boolean) is non-deterministic [PInvokeImpl Flag Set]"
LoadFromStream,"System.IntPtr System.Runtime.Loader.AssemblyLoadContext::LoadFromStream(System.IntPtr,System.IntPtr,System.Int32,System.IntPtr,System.Int32,System.Runtime.CompilerServices.ObjectHandleOnStack)",System.IntPtr,PInvokeImpl Flag Set,"Use of System.IntPtr System.Runtime.Loader.AssemblyLoadContext::LoadFromStream(System.IntPtr,System.IntPtr,System.Int32,System.IntPtr,System.Int32,System.Runtime.CompilerServices.ObjectHandleOnStack) is non-deterministic [PInvokeImpl Flag Set]"
InternalSetProfileRoot,System.Void System.Runtime.Loader.AssemblyLoadContext::InternalSetProfileRoot(System.String),System.Void,PInvokeImpl Flag Set,Use of System.Void System.Runtime.Loader.AssemblyLoadContext::InternalSetProfileRoot(System.String) is non-deterministic [PInvokeImpl Flag Set]
InternalStartProfile,"System.Void System.Runtime.Loader.AssemblyLoadContext::InternalStartProfile(System.String,System.IntPtr)",System.Void,PInvokeImpl Flag Set,"Use of System.Void System.Runtime.Loader.AssemblyLoadContext::InternalStartProfile(System.String,System.IntPtr) is non-deterministic [PInvokeImpl Flag Set]"
LoadFromPath,"System.Void System.Runtime.Loader.AssemblyLoadContext::LoadFromPath(System.IntPtr,System.String,System.String,System.Runtime.CompilerServices.ObjectHandleOnStack)",System.Void,PInvokeImpl Flag Set,"Use of System.Void System.Runtime.Loader.AssemblyLoadContext::LoadFromPath(System.IntPtr,System.String,System.String,System.Runtime.CompilerServices.ObjectHandleOnStack) is non-deterministic [PInvokeImpl Flag Set]"
InternalLoadUnmanagedDllFromPath,System.IntPtr System.Runtime.Loader.AssemblyLoadContext::InternalLoadUnmanagedDllFromPath(System.String),System.IntPtr,PInvokeImpl Flag Set,Use of System.IntPtr System.Runtime.Loader.AssemblyLoadContext::InternalLoadUnmanagedDllFromPath(System.String) is non-deterministic [PInvokeImpl Flag Set]
GetLoadContextForAssembly,System.IntPtr System.Runtime.Loader.AssemblyLoadContext::GetLoadContextForAssembly(System.Reflection.RuntimeAssembly),System.IntPtr,PInvokeImpl Flag Set,Use of System.IntPtr System.Runtime.Loader.AssemblyLoadContext::GetLoadContextForAssembly(System.Reflection.RuntimeAssembly) is non-deterministic [PInvokeImpl Flag Set]
CalculateCount,System.Int32 System.Runtime.InteropServices.ArrayWithOffset::CalculateCount(),System.Int32,Internal Flag Set,Use of System.Int32 System.Runtime.InteropServices.ArrayWithOffset::CalculateCount() is non-deterministic [Internal Flag Set]
FireCustomerDebugProbe,System.Void System.Runtime.InteropServices.CriticalHandle::FireCustomerDebugProbe(),System.Void,Internal Flag Set,Use of System.Void System.Runtime.InteropServices.CriticalHandle::FireCustomerDebugProbe() is non-deterministic [Internal Flag Set]
InternalAlloc,"System.IntPtr System.Runtime.InteropServices.GCHandle::InternalAlloc(System.Object,System.Runtime.InteropServices.GCHandleType)",System.IntPtr,Internal Flag Set,"Use of System.IntPtr System.Runtime.InteropServices.GCHandle::InternalAlloc(System.Object,System.Runtime.InteropServices.GCHandleType) is non-deterministic [Internal Flag Set]"
InternalFree,System.Void System.Runtime.InteropServices.GCHandle::InternalFree(System.IntPtr),System.Void,Internal Flag Set,Use of System.Void System.Runtime.InteropServices.GCHandle::InternalFree(System.IntPtr) is non-deterministic [Internal Flag Set]
InternalGet,System.Object System.Runtime.InteropServices.GCHandle::InternalGet(System.IntPtr),System.Object,Internal Flag Set,Use of System.Object System.Runtime.InteropServices.GCHandle::InternalGet(System.IntPtr) is non-deterministic [Internal Flag Set]
InternalSet,"System.Void System.Runtime.InteropServices.GCHandle::InternalSet(System.IntPtr,System.Object,System.Boolean)",System.Void,Internal Flag Set,"Use of System.Void System.Runtime.InteropServices.GCHandle::InternalSet(System.IntPtr,System.Object,System.Boolean) is non-deterministic [Internal Flag Set]"
InternalCompareExchange,"System.Object System.Runtime.InteropServices.GCHandle::InternalCompareExchange(System.IntPtr,System.Object,System.Object,System.Boolean)",System.Object,Internal Flag Set,"Use of System.Object System.Runtime.InteropServices.GCHandle::InternalCompareExchange(System.IntPtr,System.Object,System.Object,System.Boolean) is non-deterministic [Internal Flag Set]"
InternalAddrOfPinnedObject,System.IntPtr System.Runtime.InteropServices.GCHandle::InternalAddrOfPinnedObject(System.IntPtr),System.IntPtr,Internal Flag Set,Use of System.IntPtr System.Runtime.InteropServices.GCHandle::InternalAddrOfPinnedObject(System.IntPtr) is non-deterministic [Internal Flag Set]
GetSystemMaxDBCSCharSize,System.Int32 System.Runtime.InteropServices.Marshal::GetSystemMaxDBCSCharSize(),System.Int32,Internal Flag Set,Use of System.Int32 System.Runtime.InteropServices.Marshal::GetSystemMaxDBCSCharSize() is non-deterministic [Internal Flag Set]
SizeOfType,System.UInt32 System.Runtime.InteropServices.Marshal::SizeOfType(System.Type),System.UInt32,Internal Flag Set,Use of System.UInt32 System.Runtime.InteropServices.Marshal::SizeOfType(System.Type) is non-deterministic [Internal Flag Set]
AlignedSizeOfType,System.UInt32 System.Runtime.InteropServices.Marshal::AlignedSizeOfType(System.Type),System.UInt32,Internal Flag Set,Use of System.UInt32 System.Runtime.InteropServices.Marshal::AlignedSizeOfType(System.Type) is non-deterministic [Internal Flag Set]
SizeOfHelper,"System.Int32 System.Runtime.InteropServices.Marshal::SizeOfHelper(System.Type,System.Boolean)",System.Int32,Internal Flag Set,"Use of System.Int32 System.Runtime.InteropServices.Marshal::SizeOfHelper(System.Type,System.Boolean) is non-deterministic [Internal Flag Set]"
OffsetOfHelper,System.IntPtr System.Runtime.InteropServices.Marshal::OffsetOfHelper(System.IRuntimeFieldInfo),System.IntPtr,Internal Flag Set,Use of System.IntPtr System.Runtime.InteropServices.Marshal::OffsetOfHelper(System.IRuntimeFieldInfo) is non-deterministic [Internal Flag Set]
UnsafeAddrOfPinnedArrayElement,"System.IntPtr System.Runtime.InteropServices.Marshal::UnsafeAddrOfPinnedArrayElement(System.Array,System.Int32)",System.IntPtr,Internal Flag Set,"Use of System.IntPtr System.Runtime.InteropServices.Marshal::UnsafeAddrOfPinnedArrayElement(System.Array,System.Int32) is non-deterministic [Internal Flag Set]"
CopyToNative,"System.Void System.Runtime.InteropServices.Marshal::CopyToNative(System.Object,System.Int32,System.IntPtr,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.Runtime.InteropServices.Marshal::CopyToNative(System.Object,System.Int32,System.IntPtr,System.Int32) is non-deterministic [Internal Flag Set]"
CopyToManaged,"System.Void System.Runtime.InteropServices.Marshal::CopyToManaged(System.IntPtr,System.Object,System.Int32,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.Runtime.InteropServices.Marshal::CopyToManaged(System.IntPtr,System.Object,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
GetLastWin32Error,System.Int32 System.Runtime.InteropServices.Marshal::GetLastWin32Error(),System.Int32,Internal Flag Set,Use of System.Int32 System.Runtime.InteropServices.Marshal::GetLastWin32Error() is non-deterministic [Internal Flag Set]
SetLastWin32Error,System.Void System.Runtime.InteropServices.Marshal::SetLastWin32Error(System.Int32),System.Void,Internal Flag Set,Use of System.Void System.Runtime.InteropServices.Marshal::SetLastWin32Error(System.Int32) is non-deterministic [Internal Flag Set]
InternalPrelink,System.Void System.Runtime.InteropServices.Marshal::InternalPrelink(System.IRuntimeMethodInfo),System.Void,PInvokeImpl Flag Set,Use of System.Void System.Runtime.InteropServices.Marshal::InternalPrelink(System.IRuntimeMethodInfo) is non-deterministic [PInvokeImpl Flag Set]
GetExceptionPointers,System.IntPtr System.Runtime.InteropServices.Marshal::GetExceptionPointers(),System.IntPtr,Internal Flag Set,Use of System.IntPtr System.Runtime.InteropServices.Marshal::GetExceptionPointers() is non-deterministic [Internal Flag Set]
GetExceptionCode,System.Int32 System.Runtime.InteropServices.Marshal::GetExceptionCode(),System.Int32,Internal Flag Set,Use of System.Int32 System.Runtime.InteropServices.Marshal::GetExceptionCode() is non-deterministic [Internal Flag Set]
StructureToPtr,"System.Void System.Runtime.InteropServices.Marshal::StructureToPtr(System.Object,System.IntPtr,System.Boolean)",System.Void,Internal Flag Set,"Use of System.Void System.Runtime.InteropServices.Marshal::StructureToPtr(System.Object,System.IntPtr,System.Boolean) is non-deterministic [Internal Flag Set]"
